Vehicle Number,Violation Type,Timestamp,Location,Latitude,Longitude,Confidence Score,Vehicle ID,Frame Number,Time Slot,Riders Count
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.1973,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.3786,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.1973,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.3786,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.3786,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.3786,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:12,Junction A,18.5204,73.8567,0.3786,-1.0,96.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.4978,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.2207,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.4978,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.2207,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.4978,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.4978,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.4978,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:14,Junction A,18.5204,73.8567,0.4978,-1.0,99.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:15,Junction A,18.5204,73.8567,0.3245,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.4909,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.169,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.3245,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.169,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.3245,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.3245,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.3245,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:16,Junction A,18.5204,73.8567,0.3245,-1.0,102.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.2941,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.6931,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.1558,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.2941,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.1558,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.2941,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.2941,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.2941,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:17,Junction A,18.5204,73.8567,0.2941,-1.0,105.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:19,Junction A,18.5204,73.8567,0.3123,-1.0,108.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:19,Junction A,18.5204,73.8567,0.1541,-1.0,108.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:19,Junction A,18.5204,73.8567,0.4723,-1.0,108.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:19,Junction A,18.5204,73.8567,0.1541,-1.0,108.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:19,Junction A,18.5204,73.8567,0.4723,-1.0,108.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:19,Junction A,18.5204,73.8567,0.4723,-1.0,108.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:21,Junction A,18.5204,73.8567,0.5792,-1.0,111.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:21,Junction A,18.5204,73.8567,0.4929,-1.0,111.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:21,Junction A,18.5204,73.8567,0.4929,-1.0,111.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:21,Junction A,18.5204,73.8567,0.4929,-1.0,111.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:22,Junction A,18.5204,73.8567,0.5537,-1.0,114.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:22,Junction A,18.5204,73.8567,0.3376,-1.0,114.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:22,Junction A,18.5204,73.8567,0.3376,-1.0,114.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:24,Junction A,18.5204,73.8567,0.6943,-1.0,117.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:24,Junction A,18.5204,73.8567,0.2385,-1.0,117.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:24,Junction A,18.5204,73.8567,0.2385,-1.0,117.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.3737,-1.0,120.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.4194,-1.0,120.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.1791,-1.0,120.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.4194,-1.0,120.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.1791,-1.0,120.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.6334,-1.0,123.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.1911,-1.0,123.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.2079,-1.0,123.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.2079,-1.0,123.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:25,Junction A,18.5204,73.8567,0.1911,-1.0,123.0,14:00-15:00,0.0
UNKNOWN,Triple Riding,2026-06-13 14:50:26,Junction A,18.5204,73.8567,0.4722,93.0,126.0,14:00-15:00,3.0
UNKNOWN,Triple Riding,2026-06-13 14:50:26,Junction A,18.5204,73.8567,0.4988,167.0,126.0,14:00-15:00,3.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.2304,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.2304,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.3029,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.3029,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.2304,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.2304,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.2304,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:27,Junction A,18.5204,73.8567,0.2304,-1.0,126.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.6164,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.2334,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.2334,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.2507,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.2507,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.2334,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:28,Junction A,18.5204,73.8567,0.2334,-1.0,129.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.4638,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.2117,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.2117,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.4029,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.4029,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.2117,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:30,Junction A,18.5204,73.8567,0.2117,-1.0,132.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.2864,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.1897,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.1897,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.4892,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.4892,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.1897,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:32,Junction A,18.5204,73.8567,0.1897,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,Triple Riding,2026-06-13 14:50:33,Junction A,18.5204,73.8567,0.6233,6.0,138.0,14:00-15:00,4.0
UNKNOWN,No Helmet,2026-06-13 14:50:33,Junction A,18.5204,73.8567,0.4139,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:34,Junction A,18.5204,73.8567,0.1907,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:34,Junction A,18.5204,73.8567,0.1907,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:34,Junction A,18.5204,73.8567,0.4399,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:34,Junction A,18.5204,73.8567,0.4399,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:34,Junction A,18.5204,73.8567,0.1907,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:34,Junction A,18.5204,73.8567,0.1907,-1.0,138.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.3265,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.2686,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.2686,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.3081,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.3081,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.2686,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:35,Junction A,18.5204,73.8567,0.2686,-1.0,141.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.5724,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.3402,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.3402,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.4104,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.4104,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.3402,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,No Helmet,2026-06-13 14:50:37,Junction A,18.5204,73.8567,0.3402,-1.0,144.0,14:00-15:00,0.0
UNKNOWN,Triple Riding,2026-06-13 14:51:37,Junction A,18.5204,73.8567,0.4677,12.0,9.0,14:00-15:00,3.0
UNKNOWN,Triple Riding,2026-06-13 14:51:56,Junction A,18.5204,73.8567,0.6297,68.0,69.0,14:00-15:00,3.0
UNKNOWN,Triple Riding,2026-06-13 14:51:59,Junction A,18.5204,73.8567,0.652,99.0,78.0,14:00-15:00,3.0
UNKNOWN,Triple Riding,2026-06-13 14:52:13,Junction A,18.5204,73.8567,0.574,99.0,123.0,14:00-15:00,3.0
UNKNOWN,No Helmet,2026-06-13 14:52:17,Junction A,18.5204,73.8567,0.1695,-1.0,135.0,14:00-15:00,0.0
UNKNOWN,Triple Riding,2026-06-13 14:52:29,Junction A,18.5204,73.8567,0.4407,99.0,171.0,14:00-15:00,3.0
MOHD,Plate Detection,2026-06-13 16:01:07,Junction A,18.5204,73.8567,0.7,-1.0,12.0,16:00-17:00,0.0
UNKNOWN,Triple Riding,2026-06-13 16:04:25,Junction A,18.5204,73.8567,0.3638,16.0,5.0,16:00-17:00,3.0
UNKNOWN,Triple Riding,2026-06-13 16:04:25,Junction A,18.5204,73.8567,0.3603,18.0,5.0,16:00-17:00,3.0
UNKNOWN,Triple Riding,2026-06-13 16:04:35,Junction A,18.5204,73.8567,0.7992,5.0,50.0,16:00-17:00,4.0
UNKNOWN,Triple Riding,2026-06-13 16:04:47,Junction A,18.5204,73.8567,0.4993,68.0,80.0,16:00-17:00,3.0
UNKNOWN,Triple Riding,2026-06-13 16:04:48,Junction A,18.5204,73.8567,0.6296,7.0,85.0,16:00-17:00,3.0
UNKNOWN,Triple Riding,2026-06-13 16:04:50,Junction A,18.5204,73.8567,0.6929,5.0,95.0,16:00-17:00,6.0
UNKNOWN,Triple Riding,2026-06-13 16:04:52,Junction A,18.5204,73.8567,0.4789,11.0,100.0,16:00-17:00,3.0
JULIKM,Plate Detection,2026-06-13 16:05:00,Junction A,18.5204,73.8567,0.7,-1.0,100.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:35,badlapur,18.5204,73.8567,0.4137,-1.0,5.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:37,badlapur,18.5204,73.8567,0.5937,-1.0,15.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:40,badlapur,18.5204,73.8567,0.193,-1.0,25.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:42,badlapur,18.5204,73.8567,0.4717,-1.0,35.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:44,badlapur,18.5204,73.8567,0.1716,-1.0,45.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:51,badlapur,18.5204,73.8567,0.4583,-1.0,55.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:54,badlapur,18.5204,73.8567,0.463,-1.0,65.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:56,badlapur,18.5204,73.8567,0.4686,-1.0,75.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:05:58,badlapur,18.5204,73.8567,0.1567,-1.0,85.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:01,badlapur,18.5204,73.8567,0.3303,-1.0,95.0,16:00-17:00,0.0
JULIKM,Plate Detection,2026-06-13 16:06:10,badlapur,18.5204,73.8567,0.7,-1.0,100.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:11,badlapur,18.5204,73.8567,0.6956,-1.0,105.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:13,badlapur,18.5204,73.8567,0.3638,-1.0,115.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:16,badlapur,18.5204,73.8567,0.3713,-1.0,125.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:18,badlapur,18.5204,73.8567,0.2935,-1.0,135.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:21,badlapur,18.5204,73.8567,0.6634,-1.0,145.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:29,badlapur,18.5204,73.8567,0.3944,-1.0,155.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:32,badlapur,18.5204,73.8567,0.5007,-1.0,165.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:34,badlapur,18.5204,73.8567,0.4399,-1.0,175.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:36,badlapur,18.5204,73.8567,0.5781,-1.0,185.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:06:39,badlapur,18.5204,73.8567,0.3902,-1.0,195.0,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-13 16:10:54,kalyan,,,,,,16:00-17:00,0.0
JULIKM,Plate Detection,2026-06-13 16:11:25,kalyan,,,,,,16:00-17:00,0.0
UNKNOWN,No Helmet,2026-06-14 15:38:39, A,,,,,,15:00-16:00,0.0
HELMET,Plate Detection,2026-06-14 15:40:04, A,,,,,,15:00-16:00,0.0
21,Plate Detection,2026-06-14 15:40:04, A,,,,,,15:00-16:00,0.0
MARMAL2,Plate Detection,2026-06-16 00:53:58,Junction A,,,,,,00:00-01:00,0.0
POLICU,Plate Detection,2026-06-16 00:54:16,Junction A,,,,,,00:00-01:00,0.0
NORMAL,Plate Detection,2026-06-16 00:54:16,Junction A,,,,,,00:00-01:00,0.0
MP04RB0693,Plate Detection,2026-06-16 00:56:16,Junction A,,,,,,00:00-01:00,0.0
UNKNOWN,No Helmet,2026-06-17 01:59:24,Andheri,,,,,,01:00-02:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:14:19,Vashi,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:14:23,Vashi,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:15:42,Vashi,,,,,,02:00-03:00,0.0
786HP07I6,No Helmet,2026-06-17 02:15:45,Vashi,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:16:23,Vashi,,,,,,02:00-03:00,0.0
UNKNOWN,Triple Riding,2026-06-17 02:31:38,Andheri,,,,,,02:00-03:00,3.0
UNKNOWN,No Helmet,2026-06-17 02:37:07,Thane,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:37:08,Thane,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:37:08,Thane,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:39:16,Thane,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:39:59,Thane,,,,,,02:00-03:00,0.0
UNKNOWN,No Helmet,2026-06-17 02:40:15,Thane,,,,,,02:00-03:00,0.0
9922Y0,Triple Riding,2026-06-17 02:48:03,Thane,,,,,,02:00-03:00,3.0
UNKNOWN,No Helmet,2026-06-17 02:48:06,Thane,,,,,,02:00-03:00,0.0
86HP,No Helmet,2026-06-17 03:01:00,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:01:01,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:01:03,Andheri,,,,,,03:00-04:00,0.0
67862,No Helmet,2026-06-17 03:01:19,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:02:00,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:02:10,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:04:28,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:04:30,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:07:16,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:19:39,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:20:55,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:21:31,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:22:31,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,Triple Riding,2026-06-17 03:26:11,Malad,,,,,,03:00-04:00,5.0
UNKNOWN,No Helmet,2026-06-17 03:26:12,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:26:15,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:26:16,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:26:17,Malad,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:33:02,Andheri,,,,,,03:00-04:00,0.0
UNKNOWN,No Helmet,2026-06-17 03:33:47,Andheri,,,,,,03:00-04:00,0.0
23446DAH,No Helmet,2026-06-17 20:37:15,Andheri,,,,,,20:00-21:00,0.0
23446DAH,No Helmet,2026-06-17 20:37:16,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:43:15,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:43:36,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:43:46,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:44:32,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:46:36,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:52:13,Andheri,,,,,,20:00-21:00,0.0
MP04207116,No Helmet,2026-06-17 20:55:43,Andheri,,,,,,20:00-21:00,0.0
04ME,No Helmet,2026-06-17 20:55:48,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:55:53,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:56:01,Andheri,,,,,,20:00-21:00,0.0
MP7116,No Helmet,2026-06-17 20:56:51,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:59:04,Andheri,,,,,,20:00-21:00,0.0
UNKNOWN,No Helmet,2026-06-17 20:59:39,Andheri,,,,,,20:00-21:00,0.0
MH01DP1234,No Helmet,2026-06-17 21:00:42,Andheri,,,,,,21:00-22:00,0.0
MH01DP1234,No Helmet,2026-06-17 21:06:36,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,Triple Riding,2026-06-17 21:06:54,Andheri,,,,,,21:00-22:00,5.0
UNKNOWN,No Helmet,2026-06-17 21:06:55,Andheri,,,,,,21:00-22:00,0.0
650X40C,No Helmet,2026-06-17 21:07:00,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:07:05,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:07:10,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:10:19,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:11:31,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,Triple Riding,2026-06-17 21:37:23,Andheri,,,,,,21:00-22:00,3.0
UNKNOWN,No Helmet,2026-06-17 21:37:30,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:37:37,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:37:43,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,Triple Riding,2026-06-17 21:38:58,Andheri,,,,,,21:00-22:00,3.0
MP0ZZO7116,No Helmet,2026-06-17 21:41:19,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:41:23,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:41:28,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:41:31,Andheri,,,,,,21:00-22:00,0.0
MP04Z07116,No Helmet,2026-06-17 21:42:21,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:42:50,Andheri,,,,,,21:00-22:00,0.0
UNKNOWN,No Helmet,2026-06-17 21:43:20,Andheri,,,,,,21:00-22:00,0.0
