Vehicle Number,Vehicle ID,Violation Type,Timestamp,Frame Number,Location,Time Slot,Latitude,Longitude,Confidence Score,Riders Count
UNKNOWN,-1,No Helmet,2026-06-12 23:22:17,45,Junction A,23:00-00:00,18.5204,73.8567,0.5165,0
UNKNOWN,22,Triple Riding,2026-06-12 23:22:18,48,Junction A,23:00-00:00,18.5204,73.8567,0.7664,5
UNKNOWN,-1,No Helmet,2026-06-12 23:22:18,48,Junction A,23:00-00:00,18.5204,73.8567,0.268,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:18,48,Junction A,23:00-00:00,18.5204,73.8567,0.268,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:18,48,Junction A,23:00-00:00,18.5204,73.8567,0.2143,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:18,48,Junction A,23:00-00:00,18.5204,73.8567,0.2143,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,51,Junction A,23:00-00:00,18.5204,73.8567,0.2329,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,51,Junction A,23:00-00:00,18.5204,73.8567,0.1983,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,51,Junction A,23:00-00:00,18.5204,73.8567,0.1983,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,51,Junction A,23:00-00:00,18.5204,73.8567,0.2212,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,51,Junction A,23:00-00:00,18.5204,73.8567,0.2212,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,54,Junction A,23:00-00:00,18.5204,73.8567,0.4172,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:19,54,Junction A,23:00-00:00,18.5204,73.8567,0.4172,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:20,57,Junction A,23:00-00:00,18.5204,73.8567,0.1907,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:20,57,Junction A,23:00-00:00,18.5204,73.8567,0.1907,0
UNKNOWN,23,Triple Riding,2026-06-12 23:22:21,60,Junction A,23:00-00:00,18.5204,73.8567,0.6834,3
UNKNOWN,-1,No Helmet,2026-06-12 23:22:21,60,Junction A,23:00-00:00,18.5204,73.8567,0.2009,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:21,60,Junction A,23:00-00:00,18.5204,73.8567,0.425,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:21,60,Junction A,23:00-00:00,18.5204,73.8567,0.425,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:21,63,Junction A,23:00-00:00,18.5204,73.8567,0.4492,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:21,63,Junction A,23:00-00:00,18.5204,73.8567,0.4492,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:22,66,Junction A,23:00-00:00,18.5204,73.8567,0.4173,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:22,66,Junction A,23:00-00:00,18.5204,73.8567,0.4173,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:23,69,Junction A,23:00-00:00,18.5204,73.8567,0.3993,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:23,69,Junction A,23:00-00:00,18.5204,73.8567,0.3993,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:23,69,Junction A,23:00-00:00,18.5204,73.8567,0.4901,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:23,69,Junction A,23:00-00:00,18.5204,73.8567,0.4901,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:23,72,Junction A,23:00-00:00,18.5204,73.8567,0.5668,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:23,72,Junction A,23:00-00:00,18.5204,73.8567,0.5668,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:24,75,Junction A,23:00-00:00,18.5204,73.8567,0.479,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:24,75,Junction A,23:00-00:00,18.5204,73.8567,0.479,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,78,Junction A,23:00-00:00,18.5204,73.8567,0.1645,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,78,Junction A,23:00-00:00,18.5204,73.8567,0.1645,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,78,Junction A,23:00-00:00,18.5204,73.8567,0.1645,0
UNKNOWN,24,Triple Riding,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.6457,3
UNKNOWN,25,Triple Riding,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.6521,3
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.3218,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.3218,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.3218,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.3218,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.3218,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:25,81,Junction A,23:00-00:00,18.5204,73.8567,0.3218,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:26,84,Junction A,23:00-00:00,18.5204,73.8567,0.1546,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:26,84,Junction A,23:00-00:00,18.5204,73.8567,0.2331,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:26,84,Junction A,23:00-00:00,18.5204,73.8567,0.1546,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:26,84,Junction A,23:00-00:00,18.5204,73.8567,0.2331,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:26,84,Junction A,23:00-00:00,18.5204,73.8567,0.1546,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:26,84,Junction A,23:00-00:00,18.5204,73.8567,0.2331,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:27,87,Junction A,23:00-00:00,18.5204,73.8567,0.3239,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:27,87,Junction A,23:00-00:00,18.5204,73.8567,0.1698,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:27,87,Junction A,23:00-00:00,18.5204,73.8567,0.3239,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:27,87,Junction A,23:00-00:00,18.5204,73.8567,0.1698,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:27,87,Junction A,23:00-00:00,18.5204,73.8567,0.3239,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:27,87,Junction A,23:00-00:00,18.5204,73.8567,0.1698,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:30,90,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:30,90,Junction A,23:00-00:00,18.5204,73.8567,0.2613,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:30,90,Junction A,23:00-00:00,18.5204,73.8567,0.2042,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:30,90,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:31,90,Junction A,23:00-00:00,18.5204,73.8567,0.2042,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:31,90,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:31,90,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:31,90,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:31,90,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,22,Triple Riding,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.7035,6
UNKNOWN,-1,No Helmet,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.1927,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.1927,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.1927,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.1927,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.1927,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:34,93,Junction A,23:00-00:00,18.5204,73.8567,0.1927,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.3786,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.1973,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.3786,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.1973,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.3786,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.3786,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.3786,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,96,Junction A,23:00-00:00,18.5204,73.8567,0.3786,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.4978,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.2207,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.4978,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.2207,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.4978,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.4978,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.4978,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:35,99,Junction A,23:00-00:00,18.5204,73.8567,0.4978,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.3245,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.4909,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.169,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.3245,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.169,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.3245,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.3245,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.3245,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:36,102,Junction A,23:00-00:00,18.5204,73.8567,0.3245,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.2941,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.6931,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.1558,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.2941,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.1558,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.2941,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.2941,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.2941,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,105,Junction A,23:00-00:00,18.5204,73.8567,0.2941,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,108,Junction A,23:00-00:00,18.5204,73.8567,0.3123,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:37,108,Junction A,23:00-00:00,18.5204,73.8567,0.1541,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,108,Junction A,23:00-00:00,18.5204,73.8567,0.4723,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,108,Junction A,23:00-00:00,18.5204,73.8567,0.1541,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,108,Junction A,23:00-00:00,18.5204,73.8567,0.4723,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,108,Junction A,23:00-00:00,18.5204,73.8567,0.4723,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,111,Junction A,23:00-00:00,18.5204,73.8567,0.5792,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,111,Junction A,23:00-00:00,18.5204,73.8567,0.4929,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,111,Junction A,23:00-00:00,18.5204,73.8567,0.4929,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:38,111,Junction A,23:00-00:00,18.5204,73.8567,0.4929,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:39,114,Junction A,23:00-00:00,18.5204,73.8567,0.5537,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:39,114,Junction A,23:00-00:00,18.5204,73.8567,0.3376,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:39,114,Junction A,23:00-00:00,18.5204,73.8567,0.3376,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,117,Junction A,23:00-00:00,18.5204,73.8567,0.6943,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,117,Junction A,23:00-00:00,18.5204,73.8567,0.2385,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,117,Junction A,23:00-00:00,18.5204,73.8567,0.2385,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,120,Junction A,23:00-00:00,18.5204,73.8567,0.3737,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,120,Junction A,23:00-00:00,18.5204,73.8567,0.4194,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,120,Junction A,23:00-00:00,18.5204,73.8567,0.1791,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,120,Junction A,23:00-00:00,18.5204,73.8567,0.4194,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:40,120,Junction A,23:00-00:00,18.5204,73.8567,0.1791,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:41,123,Junction A,23:00-00:00,18.5204,73.8567,0.6334,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:41,123,Junction A,23:00-00:00,18.5204,73.8567,0.1911,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:41,123,Junction A,23:00-00:00,18.5204,73.8567,0.2079,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:41,123,Junction A,23:00-00:00,18.5204,73.8567,0.2079,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:41,123,Junction A,23:00-00:00,18.5204,73.8567,0.1911,0
UNKNOWN,109,Triple Riding,2026-06-12 23:22:41,126,Junction A,23:00-00:00,18.5204,73.8567,0.4722,3
UNKNOWN,183,Triple Riding,2026-06-12 23:22:41,126,Junction A,23:00-00:00,18.5204,73.8567,0.4988,3
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.2304,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.2304,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.3029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.2304,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.2304,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.2304,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,126,Junction A,23:00-00:00,18.5204,73.8567,0.2304,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,129,Junction A,23:00-00:00,18.5204,73.8567,0.6164,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,129,Junction A,23:00-00:00,18.5204,73.8567,0.2334,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,129,Junction A,23:00-00:00,18.5204,73.8567,0.2334,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,129,Junction A,23:00-00:00,18.5204,73.8567,0.2507,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:42,129,Junction A,23:00-00:00,18.5204,73.8567,0.2507,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:43,129,Junction A,23:00-00:00,18.5204,73.8567,0.2334,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:43,129,Junction A,23:00-00:00,18.5204,73.8567,0.2334,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:45,132,Junction A,23:00-00:00,18.5204,73.8567,0.4638,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:46,132,Junction A,23:00-00:00,18.5204,73.8567,0.2117,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:46,132,Junction A,23:00-00:00,18.5204,73.8567,0.2117,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:46,132,Junction A,23:00-00:00,18.5204,73.8567,0.4029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:46,132,Junction A,23:00-00:00,18.5204,73.8567,0.4029,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:46,132,Junction A,23:00-00:00,18.5204,73.8567,0.2117,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:46,132,Junction A,23:00-00:00,18.5204,73.8567,0.2117,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.2864,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.1897,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.1897,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.4892,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.4892,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.1897,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:48,135,Junction A,23:00-00:00,18.5204,73.8567,0.1897,0
UNKNOWN,22,Triple Riding,2026-06-12 23:22:51,138,Junction A,23:00-00:00,18.5204,73.8567,0.6233,4
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.4139,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.1907,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.1907,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.4399,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.4399,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.1907,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:52,138,Junction A,23:00-00:00,18.5204,73.8567,0.1907,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.3265,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.2686,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.2686,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.3081,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.3081,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.2686,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:55,141,Junction A,23:00-00:00,18.5204,73.8567,0.2686,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:58,144,Junction A,23:00-00:00,18.5204,73.8567,0.5724,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:58,144,Junction A,23:00-00:00,18.5204,73.8567,0.3402,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:58,144,Junction A,23:00-00:00,18.5204,73.8567,0.3402,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:59,144,Junction A,23:00-00:00,18.5204,73.8567,0.4104,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:59,144,Junction A,23:00-00:00,18.5204,73.8567,0.4104,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:59,144,Junction A,23:00-00:00,18.5204,73.8567,0.3402,0
UNKNOWN,-1,No Helmet,2026-06-12 23:22:59,144,Junction A,23:00-00:00,18.5204,73.8567,0.3402,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:02,147,Junction A,23:00-00:00,18.5204,73.8567,0.521,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:02,147,Junction A,23:00-00:00,18.5204,73.8567,0.3703,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:02,147,Junction A,23:00-00:00,18.5204,73.8567,0.3703,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:02,147,Junction A,23:00-00:00,18.5204,73.8567,0.3564,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:03,147,Junction A,23:00-00:00,18.5204,73.8567,0.3564,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:04,147,Junction A,23:00-00:00,18.5204,73.8567,0.3703,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:04,147,Junction A,23:00-00:00,18.5204,73.8567,0.3703,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:07,150,Junction A,23:00-00:00,18.5204,73.8567,0.4937,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:07,150,Junction A,23:00-00:00,18.5204,73.8567,0.5349,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:07,150,Junction A,23:00-00:00,18.5204,73.8567,0.552,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:07,150,Junction A,23:00-00:00,18.5204,73.8567,0.552,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:08,150,Junction A,23:00-00:00,18.5204,73.8567,0.5349,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:12,153,Junction A,23:00-00:00,18.5204,73.8567,0.5221,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:12,153,Junction A,23:00-00:00,18.5204,73.8567,0.6691,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:12,153,Junction A,23:00-00:00,18.5204,73.8567,0.5577,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:12,153,Junction A,23:00-00:00,18.5204,73.8567,0.6691,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,156,Junction A,23:00-00:00,18.5204,73.8567,0.1728,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,156,Junction A,23:00-00:00,18.5204,73.8567,0.5831,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,156,Junction A,23:00-00:00,18.5204,73.8567,0.4554,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,156,Junction A,23:00-00:00,18.5204,73.8567,0.4554,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,156,Junction A,23:00-00:00,18.5204,73.8567,0.5831,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,159,Junction A,23:00-00:00,18.5204,73.8567,0.399,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,159,Junction A,23:00-00:00,18.5204,73.8567,0.445,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,159,Junction A,23:00-00:00,18.5204,73.8567,0.4421,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,159,Junction A,23:00-00:00,18.5204,73.8567,0.4421,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:13,159,Junction A,23:00-00:00,18.5204,73.8567,0.445,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:14,162,Junction A,23:00-00:00,18.5204,73.8567,0.1761,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:14,162,Junction A,23:00-00:00,18.5204,73.8567,0.4086,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:14,162,Junction A,23:00-00:00,18.5204,73.8567,0.3582,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:14,162,Junction A,23:00-00:00,18.5204,73.8567,0.4086,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:15,165,Junction A,23:00-00:00,18.5204,73.8567,0.4895,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:15,165,Junction A,23:00-00:00,18.5204,73.8567,0.5818,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:15,165,Junction A,23:00-00:00,18.5204,73.8567,0.4895,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:16,168,Junction A,23:00-00:00,18.5204,73.8567,0.4904,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:16,168,Junction A,23:00-00:00,18.5204,73.8567,0.5697,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:16,168,Junction A,23:00-00:00,18.5204,73.8567,0.4904,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:17,171,Junction A,23:00-00:00,18.5204,73.8567,0.4635,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:17,171,Junction A,23:00-00:00,18.5204,73.8567,0.481,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:17,171,Junction A,23:00-00:00,18.5204,73.8567,0.4635,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:21,174,Junction A,23:00-00:00,18.5204,73.8567,0.4003,0
UNKNOWN,-1,No Helmet,2026-06-12 23:23:21,174,Junction A,23:00-00:00,18.5204,73.8567,0.5206,0
